"Electorate Number #","Electorate Name","Voting Place ID","Voting Place Suburb","Voting Place Address","NZTM2000 Northing","NZTM2000 Easting","WGS84 Latitude","WGS84 Longitude"
16,"Hunua",1749,"Waipipi","Waipipi School, 100 Creamery Road",5880041.053,1748665.858,-37.21428446,174.6755012
16,"Hunua",1754,"Waiuku","Sandspit Road School, 60 Sandspit Road",5877054.952,1752905.99,-37.2405037,174.7238816
16,"Hunua",3975,"Waiuku","View Road School, 16 View Road",5876367.269,1753668.231,-37.24657428,174.7326135
16,"Hunua",1752,"Waiuku","Waiuku College, 43 Constable Road",5875885.274,1753048.094,-37.25101912,174.7257234
16,"Hunua",1753,"Waiuku","Waiuku Primary School, George Street",5875146.434,1753670.389,-37.25757354,174.7328898
16,"Hunua",747,"Whitford","Whitford Hall, 1 Whitford-Maraetai Road",5909462.912,1775307.05,-36.94459755,174.9687359
17,"Hutt South",748,"Alicetown","Hutt Central School, 6 Railway Avenue",5435935.261,1758596.61,-41.21243073,174.8918167
17,"Hutt South",750,"Avalon","Dyer Street School, 59 Dyer Street",5436997.779,1762349.57,-41.20212115,174.9362775
17,"Hutt South",4105,"Belmont","Belmont Hall, 711 Western Hutt Road",5438204.147,1761675.291,-41.19139534,174.9279212
17,"Hutt South",3785,"Belmont","Maranatha School, 180 Hill Road",5439105.932,1760487.925,-41.18351276,174.9135334
17,"Hutt South",1490,"Belmont","Raphael House, 27 Matuhi Street",5437757.077,1759948.813,-41.19576302,174.9074614
17,"Hutt South",751,"Boulcott","Boulcott School, 9 Boulcott Street",5437106.923,1761135.638,-41.20138102,174.9217785
17,"Hutt South",752,"Days Bay","Wellesley College, 611 Marine Drive",5428568.403,1759732.462,-41.27853017,174.9072868
17,"Hutt South",753,"Eastbourne","Muritai School, 160 Muritai Road",5427106.589,1758848.293,-41.29186505,174.8971162
17,"Hutt South",3699,"Epuni","Congregational Christian Church Hall of Samoa, 37 Mitchell Street",5436564.847,1761884.532,-41.20611185,174.9308488
17,"Hutt South",756,"Epuni","Epuni School Hall, 313 Waiwhetu Road",5436210.832,1762088.473,-41.20925817,174.9333738
17,"Hutt South",757,"Gracefield","Gracefield School, 20A Bell Road",5433756.098,1760545.202,-41.23166529,174.9156207
17,"Hutt South",4094,"Harbourview","Garage, 12 Panorama Grove",5437054.618,1759063.955,-41.2022615,174.8970973
17,"Hutt South",758,"Hutt Central","Eastern Hutt School, 83 Kings Crescent",5436347.045,1760305.577,-41.20838686,174.9120833
17,"Hutt South",759,"Hutt Central","Hutt Hospital, 640 High Street",5436845.921,1761212.601,-41.20371546,174.9227647
17,"Hutt South",760,"Hutt Central","Hutt Intermediate School, 7 Kauri Street",5435584.055,1760417.467,-41.2152338,174.9136174
17,"Hutt South",761,"Hutt Central","Hutt Valley High School, 84 Woburn Road",5435466.181,1759395.503,-41.21649691,174.9014636
17,"Hutt South",762,"Hutt Central","Knox Presbyterian Church Hall, 574 High Street",5436817.966,1760838.619,-41.2040415,174.918314
17,"Hutt South",763,"Hutt Central","St Bernard's College, 183 Waterloo Road",5436126.005,1760687.522,-41.21030113,174.9166947
17,"Hutt South",764,"Hutt Central","Sts Peter and Paul School, Myrtle Street",5436036.114,1759804.556,-41.2112852,174.9061917
17,"Hutt South",1500,"Kelson","Kelson School Hall, 52 Taieri Crescent",5439388.732,1762137.895,-41.18063829,174.9331208
17,"Hutt South",1505,"Korokoro","Korokoro School Hall, 79 Korokoro Road",5435604.518,1756525.68,-41.21581155,174.867211
17,"Hutt South",1508,"Maungaraki","Garage, 66 Oakleigh Street",5437077.365,1757357.828,-41.20239005,174.8767536
17,"Hutt South",3468,"Maungaraki","Maungaraki Community Centre, 135 Dowse Drive",5436304.381,1757474.713,-41.20932656,174.878346
17,"Hutt South",3010,"Moera","Randwick School, 59 Randwick Road",5434036.202,1759631.29,-41.2293244,174.9046485
17,"Hutt South",1514,"Normandale","St Aidans-On-The-Hill Church Hall, 2 Stratton Street",5437285.258,1758236.809,-41.2003471,174.8871777
17,"Hutt South",771,"Petone","Petone Central School, 16 Britannia Street",5434662.426,1757599.482,-41.22408486,174.8802569
17,"Hutt South",3854,"Petone","St Augustine's Cub Group Hall, 71 Udy Street",5434914.368,1758018.493,-41.22173491,174.8851882
17,"Hutt South",773,"Petone","Wilford School, 100 William Street",5434717.319,1758479.446,-41.22341879,174.8907357
17,"Hutt South",774,"Point Howard","Tennis Club/Playcentre, 29 Ngaumatau Road",5431522.237,1760085.897,-41.25186741,174.9107291
17,"Hutt South",775,"Wainuiomata","Arakura School, 209 Wellington Road",5432559.829,1762922.906,-41.24195952,174.9442951
17,"Hutt South",776,"Wainuiomata","Fernlea School, 25a Lees Grove",5430113.989,1762332.565,-41.26409736,174.9379048
17,"Hutt South",3076,"Wainuiomata","Holy Trinity Church, 40 Wainuiomata Road",5430538.941,1762579.614,-41.260222,174.9407391
17,"Hutt South",3291,"Wainuiomata","Pukeatua School, 19 Frederick Street",5431259.811,1763367.69,-41.25357336,174.9499482
17,"Hutt South",2932,"Wainuiomata","St Peter's Church, 29 Wise Street",5431386.795,1763457.706,-41.25241198,174.950988
17,"Hutt South",780,"Wainuiomata","Wainuiomata Intermediate School, 66 Konini Street",5431393.996,1761950.782,-41.25265046,174.9330097
17,"Hutt South",782,"Wainuiomata","Wainuiomata Primary School, 5 Homedale Road",5428831.831,1763802.29,-41.27534346,174.955785
17,"Hutt South",3292,"Wainuiomata","Wainuiomata Union Church, 106 Main Road",5429311.844,1763596.375,-41.27106385,174.9531989
17,"Hutt South",787,"Waiwhetu","Our Lady of the Rosary School, 12 Wainui Road",5434495.4,1760485.469,-41.22502132,174.9147141
17,"Hutt South",2933,"Waiwhetu","St Paul's Parish Hall, 76 Waiwhetu Road",5434954.026,1760806.36,-41.22082868,174.9184198
17,"Hutt South",786,"Waiwhetu","Waiwhetu Marae Meeting House, 4 Puketapu Grove",5434623.019,1760945.303,-41.22378105,174.9201637
17,"Hutt South",790,"Waterloo","Waterloo School, 26 Hardy Street",5435546.945,1761319.413,-41.21538863,174.9243807
18,"Ilam",792,"Avonhead","Avonhead Kindergarten, 49 Staveley Street",5181335.517,1564129.057,-43.52005637,172.5561494
18,"Ilam",794,"Avonhead","Avonhead Primary School Hall, 55 Avonhead Road",5180887.693,1564401.973,-43.52410164,172.5594969
18,"Ilam",793,"Avonhead","Merrin School Hall, 41 Merrin Street",5182398.131,1564319.95,-43.51049773,172.5585811
18,"Ilam",2934,"Avonhead","St Mark's Presbyterian Church, 150 Withells Road",5181892.308,1563984.091,-43.51503605,172.5543926
18,"Ilam",2411,"Bishopdale","Bishopdale School Hall, 465 Greers Road",5185062.215,1567351.727,-43.48664876,172.5962479
18,"Ilam",2407,"Bishopdale","Breens Intermediate School Hall, 85 Breens Road",5184960.221,1565816.308,-43.4874985,172.5772539
18,"Ilam",2408,"Bishopdale","Cotswold School Hall, 44 Cotswold Avenue",5185485.876,1566663.989,-43.48280373,172.587769
18,"Ilam",2409,"Bishopdale","Isleworth School Hall, 59a Farrington Avenue",5184438.325,1566188.588,-43.49221462,172.5818253
18,"Ilam",2935,"Bishopdale","St Margaret's Church, The Hub, 94 Farrington Avenue",5184509.258,1566544.337,-43.49159194,172.5862294
18,"Ilam",798,"Bryndwr","St Stephen's Presbyterian Church Hall, corner Ilam & Aorangi Roads",5182605.113,1566455.136,-43.50873298,172.5850088
18,"Ilam",800,"Bryndwr","Wairakei School Hall, 250 Wairakei Road",5183620.739,1566705.014,-43.4995994,172.5881622
18,"Ilam",801,"Burnside","Burnside Elim Community Church, 193 Grahams Road",5183439.785,1565800.358,-43.50118787,172.5769611
18,"Ilam",802,"Burnside","Burnside High School, J Block, 151 Greers Road (Memorial Avenue entrance)",5182637.157,1565691.147,-43.50840976,172.5755596
18,"Ilam",804,"Burnside","Roydvale School Hall, 117 Roydvale Avenue",5184178.484,1564679.752,-43.49448447,172.5631479
18,"Ilam",4103,"Burnside","St Timothy Church Hall, 46 Kendal Avenue",5183825.616,1565535.887,-43.49770168,172.5737142
18,"Ilam",805,"Fendalton","Christchurch Boys' High School, Big Room, Te Kura Street",5180867.236,1567732.515,-43.52443719,172.600708
18,"Ilam",807,"Fendalton","Fairleigh Kindergarten, 27a Garden Road",5181460.604,1568528.386,-43.51912843,172.6105906
18,"Ilam",3716,"Fendalton","Fendalton Open Air School Staffroom, 168 Clyde Road",5181792.432,1566953.975,-43.51607264,172.5911305
18,"Ilam",808,"Fendalton","Medbury School Hall, corner Clyde & Creyke Roads",5181145.67,1566794.056,-43.52188901,172.5891124
18,"Ilam",810,"Fendalton","St Barnabas Church Hall, corner Fendalton Road & Tui Street",5181415.588,1567441.807,-43.51948718,172.5971436
18,"Ilam",2936,"Harewood","Harewood Playcentre, 719 Harewood Road",5185825.873,1564386.82,-43.47963739,172.5596327
18,"Ilam",811,"Ilam","Ilam School Hall, 66 Ilam Road",5180639.838,1566035.369,-43.52640941,172.5796931
18,"Ilam",3943,"Ilam","Ao Tawhiti Unlimited Discovery, classroom S5, corner Parkstone Avenue & Oak Drive",5181055.653,1565094.708,-43.52262203,172.5680796
18,"Ilam",813,"Ilam","Westburn School Hall, 257 Waimairi Road",5182220.226,1565315.578,-43.51214648,172.5708869
18,"Ilam",2937,"Merivale","Heaton Normal Intermediate School Hall, 125-133 Heaton Street",5182496.225,1568981.184,-43.50982257,172.6162522
18,"Ilam",815,"Merivale","Rangi Ruru Girls' School, Helen Kitson Function Centre, Rhodes Street entrance",5181279.961,1569148.228,-43.52078082,172.6182497
18,"Ilam",819,"Papanui","St Paul's Anglican Church Parish Hall, 1 Harewood Road",5183859.687,1568204.435,-43.49751319,172.6067226
18,"Ilam",820,"Papanui","Waimairi School Hall, 1 Tillman Avenue",5183047.99,1568037.754,-43.50481467,172.6046133
18,"Ilam",822,"Riccarton","St Ninian's Presbyterian Church Hall, 9 Puriri Street",5180238.177,1566997.321,-43.53006912,172.5915724
18,"Ilam",826,"Upper Riccarton","Villa Maria College Hall, 21 Peer Street (Brodie Street entrance)",5180423.887,1565056.743,-43.52830868,172.5675692
19,"Invercargill",827,"Bluff","Bluff School, 39 Bradshaw Street",4828485.546,1243452.545,-46.60236156,168.344306
19,"Invercargill",828,"Bluff","St Teresa's School, 181 Foyle Street",4828707.007,1242714.09,-46.59998282,168.3348669
19,"Invercargill",3560,"Brydone","Brydone Community Hall, 12 Brydone-Glencoe Road",4868988.738,1276786.29,-46.25570249,168.8063344
19,"Invercargill",3505,"Colac Bay","Colac Bay Fire Station, 16 Colac Bay Road",4853037.714,1206000.201,-46.36137701,167.8779197
19,"Invercargill",3561,"Dacre","Dacre Coronation Hall, corner Baird Road & Edendale-Woodlands Highway",4861234.399,1261388.874,-46.31779106,168.6015612
19,"Invercargill",309,"Edendale","Edendale School, 24 Salford Street",4862672.597,1275332.098,-46.31170017,168.7831629
19,"Invercargill",314,"Glenham","Glenham School, 22 Glenham School Road",4852969.763,1281014.345,-46.40149012,168.8501674
19,"Invercargill",830,"Gorge Road","Gorge Road School, 4 Factory Road",4844309.709,1269948.319,-46.47389921,168.7004892
19,"Invercargill",322,"Hedgehope","Hedgehope School, 2250 Winton-Hedgehope Highway",4873233.789,1256114.846,-46.20747235,168.5420159
19,"Invercargill",844,"Invercargill","Ascot Community School Hall, 580 Tay Street",4850353.486,1245286.261,-46.40717219,168.384837
19,"Invercargill",3296,"Invercargill","Aurora College, 234 Regent Street",4847687.469,1245383.436,-46.43113855,168.3840751
19,"Invercargill",3304,"Invercargill","CCS Disability Action Southland, 142 Don Street",4849867.172,1243190.776,-46.41043226,168.3572926
19,"Invercargill",3800,"Invercargill","Clarendon Kindergarten, 30 Waiau Place",4846114.706,1244572.046,-46.4448204,168.3723517
19,"Invercargill",3293,"Invercargill","Donovan Primary School, 200 Drury Lane",4853353.198,1241711.076,-46.37838057,168.3407716
19,"Invercargill",840,"Invercargill","Eastside Baptist Church, corner Glengarry Crescent & Yarrow Street",4850878.005,1245233.007,-46.40243908,168.3845441
19,"Invercargill",869,"Invercargill","Elles Road Bible Chapel, 198 Earn Street",4848485.512,1243651.483,-46.42306892,168.3622143
19,"Invercargill",3299,"Invercargill","Fernworth Primary Hall, 288 Pomona Street",4847633.938,1244299.23,-46.43104893,168.3699684
19,"Invercargill",835,"Invercargill","Freedom Community Centre, 464 Yarrow Street",4850831.454,1245012.847,-46.40274116,168.381654
19,"Invercargill",842,"Invercargill","Gladstone Scout Hall, corner Holywood Terrace & Russel Street",4852124.416,1242497.819,-46.38981874,168.3500304
19,"Invercargill",3572,"Invercargill","Grasmere Kindergarten, corner Paterson & Heywood Streets",4852765.577,1241426.942,-46.38350105,168.3366394
19,"Invercargill",3295,"Invercargill","Holy Trinity Anglican Church Hall, 61 King Street",4851223.135,1243765.425,-46.39857191,168.3657772
19,"Invercargill",3728,"Invercargill","Invercargill Public Library, 50 Dee Street",4849742.277,1242419.091,-46.41114498,168.3471898
19,"Invercargill",3298,"Invercargill","James Hargest College Junior Campus, corner Layard Street & Queens Drive",4852135.779,1243549.101,-46.39027135,168.3636673
19,"Invercargill",845,"Invercargill","James Hargest College Senior Campus, 288 Layard Street",4852151.107,1245030.899,-46.39091274,168.3828888
19,"Invercargill",846,"Invercargill","Kew Kindergarten, 51 Selwyn Street",4847767.317,1243074.405,-46.42920671,168.3541804
19,"Invercargill",849,"Invercargill","Knox Presbyterian Church Hall, 107 Pomona Street",4848548.759,1244167.975,-46.42277366,168.3689621
19,"Invercargill",850,"Invercargill","Lindisfarne Kindergarten, 34 Mitchell Street",4850363.512,1243958.598,-46.40638465,168.3676278
19,"Invercargill",3294,"Invercargill","New River School Hall, 407 Ness Street",4847176.969,1243546.67,-46.43475146,168.3598566
19,"Invercargill",3297,"Invercargill","Newfield Park School Hall, 82 Wilfrid Street",4848839.081,1245036.385,-46.42062594,168.3804472
19,"Invercargill",852,"Invercargill","Newfield Public Hall, 707 Tweed Street",4849172.403,1245884.662,-46.41808075,168.3917029
19,"Invercargill",3942,"Invercargill","Pacific Island Advisory and Cultural Trust Southland, 135 Bowmont Street",4848646.858,1243275.652,-46.4214234,168.3574624
19,"Invercargill",858,"Invercargill","Rosedale Gospel Chapel, corner Exmouth & Bourke Streets",4851408.992,1244491.902,-46.39728685,168.3753377
19,"Invercargill",3981,"Invercargill","Sacred Heart Parish Hall, 449 North Road",4854339.815,1242178.492,-46.36977777,168.3475828
19,"Invercargill",860,"Invercargill","Salford School Hall, corner Lamond & Salford Streets",4852446.987,1244366.414,-46.38790971,168.3744991
19,"Invercargill",4016,"Invercargill","Salvation Army Hall, corner Tay & Conon Streets",4849512.207,1242908.031,-46.41346708,168.3533549
19,"Invercargill",3303,"Invercargill","Southland Girls' High School Hall, 328 Tweed Street",4849120.722,1243841.277,-46.41747099,168.3651601
19,"Invercargill",863,"Invercargill","St Andrew's Youth Centre, 353 Elles Road, (entrance at 141 Manse Street)",4847460.158,1243610.772,-46.43224503,168.3609043
19,"Invercargill",865,"Invercargill","St John's Girls' School, 349 Dee Street",4851195.959,1242363.735,-46.39807618,168.347583
19,"Invercargill",873,"Invercargill","Waihopai School Hall, 121 Herbert Street",4851529.538,1242883.632,-46.39535856,168.3545781
19,"Invercargill",875,"Invercargill","Waverley Park School, 55 Eden Crescent",4851531.659,1245169.457,-46.39654216,168.3842156
19,"Invercargill",854,"Invercargill","Windsor Community Church (Presbyterian), 19 Windsor Street",4851390.333,1243762.043,-46.39707032,168.3658606
19,"Invercargill",876,"Kennington","Kennington Public Hall, 21 Rimu Road",4852096.256,1250056.069,-46.39402226,168.4479993
19,"Invercargill",330,"Lochiel","Lochiel School, corner Lochiel Bridge & Smith Roads",4872480.177,1240151.012,-46.20598548,168.3351745
19,"Invercargill",877,"Makarewa","Makarewa School, 56 Flora Road East",4858765.591,1241983.458,-46.32997512,168.3484319
19,"Invercargill",2910,"Mokoreta","Mokoreta-Redan Centennial Hall, 1725 Wyndham-Mokoreta Road",4854548.289,1293906.805,-46.39327672,169.0185033
19,"Invercargill",878,"Mokotua","Mokotua Public Hall, 12 Clearwater Road",4846149.63,1260298.116,-46.45260065,168.5764942
19,"Invercargill",3799,"Myross Bush","Myross Bush Community Hall, 238 Mill Road North",4853739.608,1247536.398,-46.3779721,168.4165669
19,"Invercargill",3275,"Orepuki","Orepuki and Districts Community Centre, 32 Oldham Street",4861086.656,1194657.695,-46.28255449,167.7380284
19,"Invercargill",3740,"Otatara","Otatara Community Centre, 146 Dunns Road",4847216.709,1238206.809,-46.43155712,168.2906127
19,"Invercargill",3094,"Riverton","Riverton Primary School Hall, corner Leader & Princess Streets",4854832.088,1216809.914,-46.35148952,168.0193663
19,"Invercargill",884,"Roslyn Bush","Roslyn Bush Playcentre, corner Kennington- Roslyn Bush Road & Lorne-Dacre Highway",4858258.767,1250161.569,-46.33879059,168.4539655
19,"Invercargill",360,"Ryal Bush","Ryal Bush Community Centre, 55 Ryal Bush School Road",4865209.981,1240220.326,-46.27123638,168.3305291
19,"Invercargill",361,"Seaward Downs","Seaward Downs Public Hall, 29 Mataura Island Road",4854472.557,1273444.962,-46.3843905,168.7530141
19,"Invercargill",833,"Stewart Island","Halfmoon Bay School, 6 Ayr Street",4794519.299,1228947.96,-46.89907605,168.1281573
19,"Invercargill",369,"Thornbury","Thornbury Primary School, 28 Muriel Street",4861928.093,1222265.038,-46.29092357,168.0957073
19,"Invercargill",885,"Tisbury","Tisbury School, 3 Boundary Road",4846220.669,1246686.378,-46.44497915,168.3998698
19,"Invercargill",370,"Tokanui","Tokanui School, 18 Duncan Street",4835392.626,1289347.43,-46.56316103,168.9465762
19,"Invercargill",886,"Waianiwa","Waianiwa School, 244 Argyle Otahuti Road",4862058.368,1234368.445,-46.29637997,168.2523951
19,"Invercargill",3276,"Waikawa","Waikawa Public Hall, Larne Street",4829512.32,1304117.247,-46.62262121,169.1350794
19,"Invercargill",3983,"Waimahaka","Waimahaka Community Centre, 15 Waimahaka-Fortification Road",4840130.362,1279022.412,-46.51578962,168.8154888
19,"Invercargill",888,"Wallacetown","Wallacetown School, 34 Mauchline Street",4858245.126,1237486.845,-46.33225472,168.2898069
19,"Invercargill",890,"Woodend","Woodend Hall, 3 Sommerville Street",4842868.781,1245879.15,-46.47462431,168.3868501
19,"Invercargill",891,"Woodlands","Woodlands Full Primary School, 8 Woodlands-Morton Mains Road",4856476.559,1258335.844,-46.35895129,168.5585617
19,"Invercargill",389,"Wyndham","Wyndham Primary School, 40 Florence Street",4861584.439,1279984.785,-46.32367824,168.842689
20,"Kaikōura",894,"Amberley","Amberley School, corner Douglas & Lawcocks Roads",5222262.386,1577455.632,-43.15205351,172.7227257
